GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Commanded Equivalence Ratio(lambda),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),Engine Coolant Temperature(°C),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 1(%),Fuel used (trip)(l),GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),O2 Bank 1 Sensor 1 Voltage(V),Odometer(from ECU)(miles),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Mon Mar 21 16:00:05 GMT+01:00 2022,21-Mar-2022 16:03:08.966,5.207828085209207,52.41633048819149,0.0,12.0,53.61733850873506,238.6223907470703,10.0822916,0.33759275,0.05985687,0.07071328,0.03,0,0.03,16.47058868,8.23529434,-,-,15.09387779,-,-,10,14.93888701,562.90002441,1.02679443,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.69999981
Mon Mar 21 16:00:06 GMT+01:00 2022,21-Mar-2022 16:03:09.067,5.207828085209207,52.41633048819149,0.0,12.0,53.60606792965547,238.6223907470703,9.79258442,0.51237482,0.04070267,0.04196143,0.04,0.04,0.02,16.47058868,8.23529434,-,-,15.09387779,-,-,10,14.93888701,562.90002441,1.02679443,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.80000019
Mon Mar 21 16:00:06 GMT+01:00 2022,21-Mar-2022 16:03:09.167,5.207828085209207,52.41633048819149,0.0,12.0,53.60606792965547,238.6223907470703,9.78779507,0.23463893,-0.16041641,0.04051977,0.07,0.03,0.03,16.47058868,8.23529434,-,-,15.09387779,-,-,10,14.93888701,562.90002441,1.02679443,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.80000019
Mon Mar 21 16:00:06 GMT+01:00 2022,21-Mar-2022 16:03:09.267,5.207828085209207,52.41633048819149,0.0,12.0,53.60606792965547,238.6223907470703,9.55555058,0.06225114,-0.23463893,0.01673919,0.04,0,0,16.47058868,8.23529434,-,-,15.09387779,-,-,10,14.93888701,562.90002441,1.02679443,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.80000019
Mon Mar 21 16:00:06 GMT+01:00 2022,21-Mar-2022 16:03:09.369,5.207828085209207,52.41633048819149,0.0,12.0,53.60606792965547,238.6223907470703,9.86441231,-0.10774237,-0.14844504,0.04808307,0.03,0,-0.01,16.47058868,8.23529434,-,-,15.09387779,-,-,10,14.93888701,562.90002441,1.02679443,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.80000019
Mon Mar 21 16:00:06 GMT+01:00 2022,21-Mar-2022 16:03:09.471,5.207828085209207,52.41633048819149,0.0,12.0,53.60606792965547,238.6223907470703,9.77582359,-0.08379962,0.05027977,0.03892863,0.03,-0.01,0.02,16.47058868,8.23529434,-,-,15.09387779,-,-,10,14.93888701,562.90002441,1.02679443,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.80000019
Mon Mar 21 16:00:06 GMT+01:00 2022,21-Mar-2022 16:03:09.572,5.207828085209207,52.41633048819149,0.0,12.0,53.60606792965547,238.6223907470703,9.97694302,0.22266756,-0.31843856,0.06015134,0.01,-0.01,-0.02,16.47058868,8.23529434,-,-,15.24416161,-,-,10,14.93888701,562.90002441,1.03701782,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.80000019
Mon Mar 21 16:00:06 GMT+01:00 2022,21-Mar-2022 16:03:09.666,5.207828085209207,52.41633048819149,0.0,12.0,53.60606792965547,238.6223907470703,9.84286404,0.4668836,-1.09418356,0.0530144,0.04,0.03,-0.06,16.47058868,8.23529434,-,-,15.24416161,-,-,10,14.93888701,562.90002441,1.03701782,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.80000019
Mon Mar 21 16:00:06 GMT+01:00 2022,21-Mar-2022 16:03:09.766,5.207828085209207,52.41633048819149,0.0,12.0,53.60606792965547,238.6223907470703,9.84286404,0.54828894,-1.67838669,0.06172848,0.06,0.04,-0.1,16.47058868,8.23529434,-,-,15.24416161,-,-,10,14.93888701,562.90002441,1.03701782,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.80000019
Mon Mar 21 16:00:06 GMT+01:00 2022,21-Mar-2022 16:03:09.870,5.207828085209207,52.41633048819149,0.0,12.0,53.60606792965547,238.6223907470703,9.48611641,0.21069619,-2.23146415,0.03597313,0,0.01,-0.20999999,16.47058868,8.23529434,-,-,15.24416161,-,-,10,14.93888701,562.90002441,1.03701782,399.3968811,-,0,0,65,19.2156868,24.31372643,860.25,-,1.90574098,31.76235008,63.13725662,0,3.125,-2.34375,-,-,0,-,14,0,9.37742615,-,101243169.8491849,54.60462952,0,45.39537048,0,12.15686321,10.5,0,0,0,-8.55722618,14.65600014,14.80000019
