GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Barometer (on Android device)(mb),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),Fuel Rate (direct from ECU)(L/m),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Mass Air Flow Rate(g/s),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Torque(Nm),Trip Time(Since journey start)(s)
Fri Apr 15 19:55:22 GMT+02:00 2022,15-Apr-2022 19:55:24.685,5.207187529638505,52.416254491352646,0.006741533987224102,4.0,45.97439846726205,191.66458129882812,9.85483551,-0.1340794,-0.60575151,-0.02543545,-0.06,-0.01,-0.08,16.47058868,8.23529434,-,13.63006878,-,-,1031.21459961,505.83560181,-,92,-,27.05882263,23.92156792,861.25,-,0.39664461,0.00661074,82.7450943,1.04999995,45.12672806,-2.34375,7.03125,4,45.97439957,191.6645813,52.41625595,5.20718765,-,31,0,10.31000137,-,6.48237228,0,93.5176239,3.92156863,0.02426952,0,12.54901981,-,0
Fri Apr 15 19:55:22 GMT+02:00 2022,15-Apr-2022 19:55:24.783,5.207187529638505,52.416254491352646,0.006741533987224102,4.0,45.97439846726205,191.66458129882812,10.0918684,0.04549122,-1.10376072,0.00288308,-0.03,-0.01,-0.08,16.47058868,8.23529434,-,13.63006878,-,-,1031.21728516,505.83560181,-,92,-,27.05882263,23.92156792,861.25,-,0.39664461,0.00661074,82.7450943,1.04999995,45.12672806,-2.34375,7.03125,4,45.97439957,191.6645813,52.41625595,5.20718765,-,31,0,10.31000137,-,6.48237228,0,93.5176239,3.92156863,0.02426952,0,12.54901981,-,0
Fri Apr 15 19:55:22 GMT+02:00 2022,15-Apr-2022 19:55:24.883,5.207187529638505,52.416254491352646,0.006741533987224102,4.0,45.97439846726205,191.66458129882812,9.67287064,0.20590763,-1.13009775,-0.03904468,-0.07,-0.01,-0.09,16.47058868,8.23529434,-,13.63006878,-,-,1031.21728516,505.83560181,-,92,-,27.05882263,23.92156792,861.25,-,0.39664461,0.00661074,82.7450943,1.04999995,45.12672806,-2.34375,7.03125,4,45.97439957,191.6645813,52.41625595,5.20718765,-,31,0,10.31000137,-,6.48237228,0,93.5176239,3.92156863,0.02426952,0,12.54901981,-,0
Fri Apr 15 19:55:22 GMT+02:00 2022,15-Apr-2022 19:55:24.983,5.207187529638505,52.416254491352646,0.006741533987224102,4.0,45.97439846726205,191.66458129882812,9.61061954,-0.33519846,-1.04869235,-0.04591155,0,0.02,-0.1,16.47058868,8.23529434,-,13.63006878,-,-,1031.21484375,505.83560181,-,92,-,27.05882263,23.92156792,861.25,-,0.39664461,0.00661074,82.7450943,1.04999995,45.12672806,-2.34375,7.03125,4,45.97439957,191.6645813,52.41625595,5.20718765,-,31,0,10.31000137,-,6.48237228,0,93.5176239,3.92156863,0.02426952,0,12.54901981,-,0
Fri Apr 15 19:55:22 GMT+02:00 2022,15-Apr-2022 19:55:25.083,5.207187529638505,52.416254491352646,0.006741533987224102,4.0,45.97439846726205,191.66458129882812,9.62259007,-0.14365649,-0.9864412,-0.04584926,-0.01,0,-0.05,16.47058868,8.23529434,-,13.63006878,-,-,1031.21948242,505.83560181,-,92,-,27.05882263,23.92156792,861.25,-,0.39664461,0.00661074,82.7450943,1.04999995,45.12672806,-2.34375,7.03125,4,45.97439957,191.6645813,52.41625595,5.20718765,-,31,0,10.31000137,-,6.48237228,0,93.5176239,3.92156863,0.02426952,0,12.54901981,-,0
Fri Apr 15 19:55:22 GMT+02:00 2022,15-Apr-2022 19:55:25.183,5.207187529638505,52.416254491352646,0.006741533987224102,4.0,45.97439846726205,191.66458129882812,9.78300667,-0.14126222,-0.91700727,-0.03027129,-0.04,0,-0.13,16.47058868,8.23529434,-,13.63006878,-,-,1031.21948242,505.83560181,-,91,-,27.05882263,23.92156792,861.25,-,0.39664461,0.00661074,84.31372833,1.04999995,45.12672806,-2.34375,7.03125,4,45.97439957,191.6645813,52.41625595,5.20718765,-,31,0,10.31000137,-,6.48237228,0,93.5176239,3.92156863,0.02426952,0,12.54901981,-,0
Fri Apr 15 19:55:22 GMT+02:00 2022,15-Apr-2022 19:55:25.284,5.207187529638505,52.416254491352646,0.006741533987224102,4.0,45.97439846726205,191.66458129882812,9.46935654,-0.01197137,-1.58740425,-0.05324894,-0.03,0,-0.1,16.47058868,8.23529434,-,13.63006878,-,-,1031.21484375,505.83560181,-,91,-,27.05882263,23.92156792,1059,-,0.39664461,0.00661074,84.31372833,1.04999995,45.12672806,-2.34375,7.03125,4,45.97439957,191.6645813,52.41625595,5.20718765,-,31,0,10.30995083,-,6.48237228,0,93.5176239,3.92156863,0.02426952,0,12.54901981,-,0
Fri Apr 15 19:55:23 GMT+02:00 2022,15-Apr-2022 19:55:25.383,5.207187722864047,52.41625465225954,0.0030745731201022863,4.0,45.97040548195626,191.66458129882812,9.36640263,-0.13168511,-1.34079385,-0.06738716,-0.06,0,-0.14,16.47058868,8.23529434,-,13.63006878,-,-,1031.21630859,505.83560181,-,91,0.05845492,41.17647171,23.92156792,1059,-,0.39664461,0.00661074,84.31372833,1.04999995,45.12672806,-2.34375,5.46875,4,45.97040558,191.6645813,52.41625595,5.20718765,0.07838934,31,0,10.30995083,-,0,0,100,3.92156863,0.01106846,1,12.54901981,0.52709288,0.075
Fri Apr 15 19:55:23 GMT+02:00 2022,15-Apr-2022 19:55:25.482,5.207187722864047,52.41625465225954,0.0030745731201022863,4.0,45.97040548195626,191.66458129882812,9.48851109,0.03591412,-1.8675344,-0.04620296,0.04,0.05,-0.11,16.47058868,8.23529434,-,13.63006878,-,-,1031.21630859,505.83560181,-,91,0.05845492,41.17647171,23.92156792,1059,-,0.39664461,0.00661074,84.31372833,1.04999995,45.12672806,-2.34375,5.46875,4,45.97040558,191.6645813,52.41625595,5.20718765,0.07838934,31,0,10.30995083,-,0,0,100,3.92156863,0.01106846,1,16.07843208,0.52709288,0.154
Fri Apr 15 19:55:23 GMT+02:00 2022,15-Apr-2022 19:55:25.583,5.207187722864047,52.41625465225954,0.0030745731201022863,4.0,45.97040548195626,191.66458129882812,9.50766563,-0.00478855,-1.90584278,-0.01049626,-0.02,-0.01,-0.18000001,16.47058868,8.23529434,-,14.06566811,15.05828285,-,1031.20898438,505.83560181,-,91,0.05845492,41.17647171,23.92156792,1059,-,0.39664461,0.00661074,84.31372833,1.04999995,45.12672806,-1.5625,5.46875,4,45.97040558,191.6645813,52.41625595,5.20718765,0.07838934,31,0,10.30995083,-,0,0,100,3.92156863,0.01106846,1,16.07843208,0.52709288,0.28099999
