GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Barometer (on Android device)(mb),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),Fuel Rate (direct from ECU)(L/m),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Mass Air Flow Rate(g/s),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Torque(Nm),Trip Time(Since journey start)(s)
Mon May 02 00:57:39 GMT+02:00 2022,02-May-2022 00:57:40.329,5.173680827793369,52.36977832539708,0.0,6.0,40.188032811496406,100.8052749633789,10.09905148,0.29210153,-1.01038396,0.02884138,0.02,0.03,-0.03,16.47058868,8.23529434,-,14.69999981,-,-,1024.62792969,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,6,40.18803406,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:57:39 GMT+02:00 2022,02-May-2022 00:57:40.427,5.173680827793369,52.36977832539708,0.0,6.0,40.188032811496406,100.8052749633789,9.74948692,-0.07661679,-0.87151605,-0.00836653,0.01,0,0,16.47058868,8.23529434,-,14.69999981,-,-,1024.62670898,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,6,40.18803406,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:57:40 GMT+02:00 2022,02-May-2022 00:57:40.527,5.173680827793369,52.36977832539708,0.0,4.0,40.1446686655573,100.8052749633789,9.80934429,0.24421602,-1.07263517,0.00001013,0,0.01,-0.02,16.47058868,8.23529434,-,14.69999981,-,-,1024.62353516,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,4,40.14466858,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:57:40 GMT+02:00 2022,02-May-2022 00:57:40.629,5.173680827793369,52.36977832539708,0.0,4.0,40.1446686655573,100.8052749633789,9.62737942,0.0670397,-1.13728058,-0.01795983,-0.02,0,-0.02,16.47058868,8.23529434,-,14.69999981,-,-,1024.63037109,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,4,40.14466858,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:57:40 GMT+02:00 2022,02-May-2022 00:57:40.729,5.173680827793369,52.36977832539708,0.0,4.0,40.1446686655573,100.8052749633789,10.17566776,0.46927786,-1.43895912,0.04249525,0,0,-0.04,16.47058868,8.23529434,-,14.69999981,-,-,1024.61669922,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,4,40.14466858,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:57:40 GMT+02:00 2022,02-May-2022 00:57:40.827,5.173680827793369,52.36977832539708,0.0,4.0,40.1446686655573,100.8052749633789,10.33847904,0.45491222,-1.95851684,0.06742561,0.05,0,-0.06,16.47058868,8.23529434,-,14.69999981,-,-,1024.61547852,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,4,40.14466858,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:57:40 GMT+02:00 2022,02-May-2022 00:57:40.928,5.173680827793369,52.36977832539708,0.0,4.0,40.1446686655573,100.8052749633789,9.66808128,-0.06943397,-3.20593405,0.03213704,-0.08,-0.04,-0.15000001,16.47058868,8.23529434,-,14.69999981,-,-,1024.6159668,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,4,40.14466858,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:57:40 GMT+02:00 2022,02-May-2022 00:57:41.028,5.173680827793369,52.36977832539708,0.0,4.0,40.1446686655573,100.8052749633789,9.45977974,0.2466103,-4.05111313,0.04311299,-0.03,0.01,-0.31999999,16.47058868,8.23529434,-,14.69999981,-,-,1024.61206055,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,4,40.14466858,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:57:40 GMT+02:00 2022,02-May-2022 00:57:41.129,5.173680827793369,52.36977832539708,0.0,4.0,40.1446686655573,100.8052749633789,10.14214802,-0.21069619,-4.54672766,0.12700605,0.03,-0.03,-0.37,16.47058868,8.23529434,-,14.69999981,-,-,1024.61206055,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,4,40.14466858,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:57:40 GMT+02:00 2022,02-May-2022 00:57:41.228,5.173680827793369,52.36977832539708,0.0,4.0,40.1446686655573,100.8052749633789,9.4214716,-0.2370332,-4.76460695,0.0703007,-0.01,-0.02,-0.33000001,16.47058868,8.23529434,-,14.69999981,-,-,1024.60498047,324.71749878,-,96,-,0,53.33333206,0,-,0.35943161,0.00599053,30.98039246,0,37.40697479,8.59375,0,4,40.14466858,100.80527496,52.36977768,5.17368078,-,29,0,10.94728756,-,87.50856018,5.30618429,7.18525457,3.13725495,0,0,17.64705849,-,0
