GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Accelerator PedalPosition F(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Ambient air temp(°C),Barometric pressure (from vehicle)(psi),Catalyst Temperature (Bank 1 Sensor 1)(°C),Commanded Equivalence Ratio(lambda),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Distance to empty (Estimated)(miles),Distance travelled with MIL/CEL lit(miles),Engine Coolant Temperature(°C),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(l/hr),Fuel flow rate/minute(cc/min),Fuel Level (From Engine ECU)(%),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),Fuel trim Bank 1 Sensor 1(%),Fuel used (trip)(l),GPS vs OBD Speed difference(mph),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),O2 Bank 1 Sensor 1 Voltage(V),Odometer(from ECU)(miles),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Speed (OBD)(mph),Throttle Position(Manifold)(%),Timing Advance(°),Trip Time(Since journey start)(s),Trip time(whilst moving)(s),Trip time(whilst stationary)(s),Turbo Boost & Vacuum Gauge(psi),Voltage (Control Module)(V),Voltage (OBD Adapter)(V)
Mon Mar 21 16:27:20 GMT+01:00 2022,21-Mar-2022 16:30:23.997,5.207404076759423,52.41620564523378,0.0,4.0,58.132953719496854,252.70741271972656,9.87398911,-0.05985687,-0.65363705,0.01503897,-0.02,-0.02,-0.09,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,0,0,0,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0,-,24,0,9.33930969,-,-72852302.52526388,85.39295197,0,14.60704803,0,17.64705849,-30,0,0,0,-0.14503774,12.46800041,12.5
Mon Mar 21 16:27:21 GMT+01:00 2022,21-Mar-2022 16:30:24.099,5.207404076759423,52.41620564523378,0.0,4.0,58.124782229427844,252.70741271972656,9.78540134,0.22745611,-1.01996112,0.00945914,0.02,-0.01,-0.05,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,0,0,0,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0,-,24,0,9.33930969,-,-72852302.52526388,85.39295197,0,14.60704803,0,17.64705849,-30,0,0,0,-0.14503774,12.46800041,12.5
Mon Mar 21 16:27:21 GMT+01:00 2022,21-Mar-2022 16:30:24.196,5.207404076759423,52.41620564523378,0.0,4.0,58.124782229427844,252.70741271972656,9.69441891,0.14126222,-0.82123625,-0.00184327,-0.01,-0.02,-0.04,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,0,0,0,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0,-,24,0,9.33930969,-,-72852302.52526388,85.39295197,0,14.60704803,0,17.64705849,-30,0,0,0,-7.25188684,12.46800041,12.5
Mon Mar 21 16:27:21 GMT+01:00 2022,21-Mar-2022 16:30:24.300,5.207404076759423,52.41620564523378,0.0,4.0,58.124782229427844,252.70741271972656,9.65132141,-0.12450229,-0.69673395,-0.00723863,0.01,-0.01,-0.07,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,0,0,0,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0,-,24,0,9.33930969,-,-72852302.52526388,85.39295197,0,14.60704803,0,17.64705849,-30,0,0,0,-7.25188684,12.46800041,12.5
Mon Mar 21 16:27:21 GMT+01:00 2022,21-Mar-2022 16:30:24.401,5.207404076759423,52.41620564523378,0.0,4.0,58.124782229427844,252.70741271972656,9.89553738,0.29928434,-0.49082634,0.01671481,0.01,0,-0.02,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,0,0,0,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0,-,24,0,9.33930969,-,-72852302.52526388,85.39295197,0,14.60704803,0,17.64705849,-30,0,0,0,-7.25188684,12.46800041,12.5
Mon Mar 21 16:27:21 GMT+01:00 2022,21-Mar-2022 16:30:24.504,5.207404076759423,52.41620564523378,0.0,4.0,58.124782229427844,252.70741271972656,10.0918684,0.04549122,-0.87630457,0.03890884,0.03,-0.02,-0.06,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,0,0,0,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0,-,24,0,9.33930969,-,-72852302.52526388,85.39295197,0,14.60704803,0,17.64705849,-30,0,0,0,-7.25188684,12.46800041,12.5
Mon Mar 21 16:27:21 GMT+01:00 2022,21-Mar-2022 16:30:24.598,5.207404076759423,52.41620564523378,0.0,4.0,58.124782229427844,252.70741271972656,9.68723583,0.22506183,-1.15404046,-0.00223492,-0.02,-0.01,-0.08,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,0,0,0,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0,-,24,0,9.33930969,-,-72852302.52526388,85.39295197,0,14.60704803,0,17.64705849,-30,0,0,0,-7.25188684,12.46800041,12.5
Mon Mar 21 16:27:21 GMT+01:00 2022,21-Mar-2022 16:30:24.698,5.207404076759423,52.41620564523378,0.0,4.0,58.124782229427844,252.70741271972656,10.53002071,0.38308397,-1.25938857,0.08804607,0,0,-0.08,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,0,0,0,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0,-,24,0,9.33930969,-,-72852302.52526388,85.39295197,0,14.60704803,0,17.64705849,-30,0,0,0,-7.25188684,12.46800041,12.5
Mon Mar 21 16:27:21 GMT+01:00 2022,21-Mar-2022 16:30:24.800,5.207404076759423,52.41620564523378,0.0,4.0,58.124782229427844,252.70741271972656,9.68723583,0.39744961,-2.48525715,0.02656448,0,0,-0.22,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,46.66666794,0,1364.75,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0.62137119,-,24,0,9.33930969,-,-72852302.52526388,0,0,100,0.62137119,17.64705849,-30,0.065,0.065,0,-7.25188684,12.46800041,12.5
Mon Mar 21 16:27:21 GMT+01:00 2022,21-Mar-2022 16:30:24.901,5.207404076759423,52.41620564523378,0.0,4.0,58.124782229427844,252.70741271972656,9.28020954,0.47885495,-3.04551744,0.00312382,0.05,0.02,-0.28,16.47058868,8.23529434,-,-,14.69999981,-,-,10,14.93888701,539.09997559,1,351.17385864,-,0,0,93,46.66666794,0,1364.75,-,1.63323307,27.22055054,58.4313736,0,7.8125,0,-,-,0.62137119,-,24,0,9.33930969,-,-72852302.52526388,0,0,100,0.62137119,23.52941132,3,0.17,0.17,0,-7.25188684,12.19499969,12.5
