GPS Time, Device Time, Longitude, Latitude,GPS Speed (Meters/second), Horizontal Dilution of Precision, Altitude, Bearing, G(x), G(y), G(z), G(calibrated), Acceleration Sensor(X axis)(g),Acceleration Sensor(Y axis)(g),Acceleration Sensor(Z axis)(g),Accelerator PedalPosition D(%),Accelerator PedalPosition E(%),Actual engine % torque(%),Air Fuel Ratio(Commanded)(:1),Air Fuel Ratio(Measured)(:1),Alcohol Fuel Percentage(%),Barometer (on Android device)(mb),CO₂ in g/km (Average)(g/km),CO₂ in g/km (Instantaneous)(g/km),Engine Coolant Temperature(°C),Engine kW (At the wheels)(kW),Engine Load(%),Engine Load(Absolute)(%),Engine RPM(rpm),Fuel cost (trip)(cost),Fuel flow rate/hour(gal/hr),Fuel flow rate/minute(gal/min),Fuel Level (From Engine ECU)(%),Fuel Rate (direct from ECU)(L/m),Fuel Remaining (Calculated from vehicle profile)(%),Fuel Trim Bank 1 Long Term(%),Fuel Trim Bank 1 Short Term(%),GPS Accuracy(m),GPS Altitude(m),GPS Bearing(°),GPS Latitude(°),GPS Longitude(°),Horsepower (At the wheels)(hp),Intake Air Temperature(°C),Kilometers Per Litre(Instant)(kpl),Kilometers Per Litre(Long Term Average)(kpl),Mass Air Flow Rate(g/s),Percentage of City driving(%),Percentage of Highway driving(%),Percentage of Idle driving(%),Relative Throttle Position(%),Speed (GPS)(km/h),Speed (OBD)(km/h),Throttle Position(Manifold)(%),Torque(Nm),Trip Time(Since journey start)(s)
Mon May 02 00:46:27 GMT+02:00 2022,02-May-2022 00:46:27.599,5.173742503330309,52.369754878411875,0.0,6.0,39.417017899563085,106.49453735351562,10.20918751,0.34716985,-0.43575802,0.0227108,-0.05,0,0.04,16.47058868,8.23529434,-,14.69999981,-,-,1024.68286133,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,29.80392075,0,37.72695923,8.59375,0,6,39.41701889,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:46:27 GMT+02:00 2022,02-May-2022 00:46:27.703,5.173742503330309,52.369754878411875,0.0,6.0,39.417017899563085,106.49453735351562,9.95060635,0.35195839,-0.55307746,-0.00299776,-0.01,0.01,0,16.47058868,8.23529434,-,14.69999981,-,-,1024.68115234,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,29.80392075,0,37.72695923,8.59375,0,6,39.41701889,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:46:27 GMT+02:00 2022,02-May-2022 00:46:27.797,5.173742503330309,52.369754878411875,0.0,6.0,39.417017899563085,106.49453735351562,10.04398251,0.14126222,-0.61054009,0.00631273,0,0,0,16.47058868,8.23529434,-,14.69999981,-,-,1024.68554688,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,29.80392075,0,37.72695923,8.59375,0,6,39.41701889,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:46:27 GMT+02:00 2022,02-May-2022 00:46:27.900,5.173742503330309,52.369754878411875,0.0,6.0,39.417017899563085,106.49453735351562,9.64174461,0.10055954,-1.08700073,-0.03040159,-0.03,0.02,-0.02,16.47058868,8.23529434,-,14.69999981,-,-,1024.6887207,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,29.80392075,0,37.72695923,8.59375,0,6,39.41701889,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:46:27 GMT+02:00 2022,02-May-2022 00:46:27.999,5.173742503330309,52.369754878411875,0.0,6.0,39.417017899563085,106.49453735351562,9.86201763,0.26337022,-1.03432667,-0.00835669,0,0.01,-0.04,16.47058868,8.23529434,-,14.69999981,-,-,1024.68847656,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,29.80392075,0,37.72695923,8.59375,0,6,39.41701889,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:46:27 GMT+02:00 2022,02-May-2022 00:46:28.100,5.173742503330309,52.369754878411875,0.0,6.0,39.417017899563085,106.49453735351562,9.9362402,0.17238778,-0.96968132,-0.00169766,0,0,-0.03,16.47058868,8.23529434,-,14.69999981,-,-,1024.68823242,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,29.80392075,0,37.72695923,8.59375,0,6,39.41701889,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:46:27 GMT+02:00 2022,02-May-2022 00:46:28.202,5.173742503330309,52.369754878411875,0.0,6.0,39.417017899563085,106.49453735351562,9.90272045,0.21309046,-1.02474964,-0.00445509,-0.02,0,-0.01,16.47058868,8.23529434,-,14.69999981,-,-,1024.68701172,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,29.80392075,0,37.72695923,8.59375,0,6,39.41701889,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:46:27 GMT+02:00 2022,02-May-2022 00:46:28.299,5.173742503330309,52.369754878411875,0.0,6.0,39.417017899563085,106.49453735351562,9.84525776,0.33998701,-1.12291491,-0.00883448,-0.02,0,-0.01,16.47058868,8.23529434,-,14.69999981,-,-,1024.68432617,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,29.80392075,0,37.72695923,8.59375,0,6,39.41701889,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:46:27 GMT+02:00 2022,02-May-2022 00:46:28.399,5.173742503330309,52.369754878411875,0.0,6.0,39.417017899563085,106.49453735351562,9.87398911,0.32083282,-1.40304506,-0.00237024,0,0,0,16.47058868,8.23529434,-,14.69999981,-,-,1024.68066406,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,29.80392075,0,37.72695923,8.59375,0,6,39.41701889,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
Mon May 02 00:46:28 GMT+02:00 2022,02-May-2022 00:46:28.497,5.173742503330309,52.369754878411875,0.0,6.0,39.393955989656156,106.49453735351562,9.73033237,0.29449579,-1.14925194,-0.02030522,-0.02,0,-0.04,16.47058868,8.23529434,-,14.69999981,-,-,1024.67407227,326.58929443,-,94,-,0,0,0,-,0.35836609,0.00597277,34.90196228,0,37.72695923,8.59375,0,6,39.39395523,106.49453735,52.36975479,5.17374229,-,30,0,10.90655994,-,85.11053467,5.74024105,9.14922142,3.13725495,0,0,17.64705849,-,0
